Col1,Col2,Col3,Preprocessed Col3
17670,1,RT @TheGoodGodAbove: Victoria&#8217;s real secret?,rt @ thegoodgodabove | victoriaand | s real secret
Five nipples and a sideways vagina.,,"",""
17671,1,RT @TheGoogleFactz: Cheating and having hoes gets old. Everyone should want to reach a point where they're mature enough to stay faithful &amp;&#8230;,rt @ thegooglefactz | cheat hoe old ||| want reach point ||| 're mature stay faithful andamp |
17672,1,RT @TheHangingWire: don't EVER be ashamed of who you are.,rt @ thehangingwire ||| ashamed you
unless you a hoe...,,"",""
then be ashamed bitch.,,"",""
17673,1,RT @TheHolyKuran: Bitches eyebrows be 5% hair and 95% makeup talkin bout &#8220;eyebrows on fleek&#8221; smh sit down before i lick my thumb hoe,rt @ theholykuran ||| bitch eyebrow | hair | makeup talkin bout | eyebrow fleekand | ||| smh sit ||| lick thumb hoe
17674,1,RT @TheHolyKuran: When you drop all your hoes for your girl and she say she dont want a relationship http://t.co/GuZXabJiXj,rt @ theholykuran ||| you drop your hoe your girl ||| say dont want relationship
17675,1,RT @TheJoeySwoll: Don't be with a ""bad bitch"" that just looks good. Find a GOOD WOMAN that tells you when you're slippin and pushes you to&#8230;,rt @ thejoeyswoll ||| " " bid bitch " " just look good ||| good woman tell you ||| you slippin push you toand
17676,1,RT @TheKingScottyD: Side niggas get pussy and main niggas get arguments,rt @ thekingscottyd ||| nigga pussy ||| main nigga argument
17677,1,RT @TheKitchensHeat: Don't beef over no bitch..,rt @ thekitchensheat | beef bitch
17678,1,RT @TheKizzler: make today yo bitch,rt @ thekizzler | today yo bitch
17679,1,RT @TheKyleHardy: Serving size is Latin for you&#8217;re a little bitch,rt @ thekylehardy ||| serve size latin youand | little bitch
17680,1,RT @TheLittleFella_: @OLE_VertyBstard @savage_life091 bitch should've got out of her yard,rt @ thelittlefella | @ ole | vertybstard @ savage | life091 bitch 've yard
17681,1,RT @TheLittleFella_: How's it taste mothafucker? Mmmhmmm bitch!,rt @ thelittlefella | ||| 's taste mothafucker ||| mmhmm bitch
17682,1,RT @TheLittleFella_: S/O to @thereal_EMandM for his shitty fuzzy hat. Made sure he wasn't getting laid lmfao,rt @ thelittlefella | s | o @ thereal | emandm shitty fuzzy hat ||| sure n't lay lmfao
17683,2,RT @TheMattEspinosa: She literally just put the whole trash bag on lmfao http://t.co/YiERskYrfc,rt @ themattespinosa ||| literally just trash bag lmfao
17684,1,RT @TheMav41: Now a days people find the littlest and dumbest things to bitch about. It's pathetic.,rt @ themav41 ||| day people littlest ||| dumb thing bitch ||| pathetic
17685,1,RT @TheMav41: The price is wrong bitch.,rt @ themav41 ||| price wrong bitch
17686,2,RT @TheMichaelRock: *answers phone*,rt @ themichaelrock | answer phone
Coworker: There's a dead bird outside.,,"",""
Me: Wanna split it?,,"",""
CW: What?,,"",""
"Me: Sorry, finders keepers, ri&#8230;",,"",""
17687,1,"RT @TheNaimaW: If a dude seems flighty then he probably is, so just nip it in the bud.",rt @ thenaimaw | ||| dude flighty ||| probably | just nip bud
17688,1,RT @TheNotoriousD_: like fuccck man why yall bitches wearing wigs to school ?,rt @ thenotoriousd | ||| like fucck man yall bitch wear wig school
17689,1,RT @TheNudesGod: It kills me when Bitches think that just BC they got a low body count that they not a hoe,rt @ thenudesgod ||| kill ||| bitch think just bc low body count hoe
17690,1,RT @TheNudesGod: Real nigga rules: If u drop the blunt u gotta pass that bitch. U don't even get to hit it,rt @ thenudesgod | real nigga rule ||| u drop blunt u gotta pass bitch ||| u hit
17691,1,RT @TheNudesGod: when my girl don't text me back I just tweet. I don't text other bitches Bc I don't want her texting other niggas when I d&#8230;,rt @ thenudesgod ||| girl text just tweet ||| text bitch bc want text nigga dand
17692,1,RT @TheOneMiss_Luu: ""@ryrystine: Aye everyone buy some bombass brownies tomorrow from my wigga @JacklynAnnn"" They don't contain marijuana b&#8230;,rt @ theonemiss | luu | " " @ ryrystine ||| aye buy bombass brownie tomorrow wigga @ jacklynann " " contain marijuana band
17693,2,RT @TheOneTrueDisco: A list of mythical creatures:,rt @ theonetruedisco | list mythical creature
Jackelope,,"",""
Phoenix,,"",""
Griffin,,"",""
Fairy,,"",""
Unicorn,,"",""
Pegasus,,"",""
A woman that knows where she wants to &#8230;,,"",""
17694,1,"RT @TheOnlyReed: I know ya friends tellin u, leave me for good, but fuck them hating ass hoes babe",rt @ theonlyreed ||| know ya friend tellin u | leave good | fuck hate ass hoe babe
17695,0,"RT @TheOnlyReed: IDC what phone u got, lol silly nigger",rt @ theonlyreed ||| idc phone u | lol silly nigger
17696,1,"RT @TheOnlyReed: If u looked good in highschool and wack now, I know that pussy been thru some shit",rt @ theonlyreed ||| u look good highschool wack | know pussy shit
17697,1,"RT @TheOnlyReed: Lmaooooooo ain't fuckin no bitch with doo Doo in her butt while I'm foreplaying, THE FUCK",rt @ theonlyreed | lmaoo ai n't fuckin bitch doo doo butt ||| foreplaying | fuck
17698,1,"RT @TheOnlyReed: My daughter hate the Freddy Krueger mask I got at the crib, wheneva she act up, I put that bitch on for the NITE",rt @ theonlyreed ||| daughter hate freddy krueger mask crib ||| wheneva act ||| bitch nite
17699,1,RT @TheOnlyReed: Pete carroll prolly got the hoes lined up for his players after the game bruh,rt @ theonlyreed ||| pete carroll prolly hoe line player game bruh
17700,1,RT @TheOnlyReed: Sooner or later ya pussy gon tell,rt @ theonlyreed | sooner ||| later ya pussy gon tell
"Me the truth, let's hope it's not while I'm in it, cause Ima kill u",,"",""
17701,1,RT @TheOnlyReed: Warm that pussy up,rt @ theonlyreed | warm pussy
17702,1,"RT @TheOrangeCone: That rocket blowing up reminds me of that time in college when I blew a tranny. But in my defense, I was drunk. Both tim&#8230;",rt @ theorangecone ||| rocket blow remind time college ||| blow tranny ||| defense | drink ||| timand
17703,2,RT @TheOrlandoJones: Funny how people who take their fantasy sports leagues very seriously are celebrated while those who play D&amp;D are mock&#8230;,rt @ theorlandojones ||| funny people fantasy sport league seriously celebrate ||| play dandamp ||| ; d mockand
17704,1,RT @ThePartyCodes: If my jokes offend you:,rt @ thepartycodes | ||| joke offend you
1. I'm sorry,,"",""
2. It won't happen again,,"",""
3. 1 &amp; 2 are lies,,"",""
4. You're a pussy,,"",""
17705,1,RT @ThePlanetVenus_: I'm obviously Morello from OITNB cause crazy and jealous bitch.,rt @ theplanetvenus | ||| obviously morello oitnb cause crazy jealous bitch
17706,2,RT @ThePoke: This crow in Aberdeen just won at photobombing (pic by Steve Black] - via @DailyMirror http://t.co/qDcLxyjOCt,rt @ thepoke ||| crow aberdeen just win photobombing | pic steve black | @ dailymirror
17707,1,RT @ThePrincePerez: Messi's like ""I'm back bitches &#128527;&#128076;"" lmao &#128514;&#128514;&#128514;,rt @ theprinceperez ||| messi 's like " " bitch | | " " lmao | |
17708,1,RT @TheRaceDraft: Karate bitch https://t.co/UtEUTZkjOk,rt @ theracedraft | karate bitch
17709,1,"RT @TheRainbowGirlz: I'm not saying she's a slut, but her favorite shade of lipstick is pussy.",rt @ therainbowgirlz ||| say 's slut | ||| favorite shade lipstick pussy
17710,1,RT @TheRealCoolie: How many hoes do I have ?,rt @ therealcoolie ||| hoe
&#12288; Z,,"",""
&#12288;&#12288; E,,"",""
&#12288;&#12288;&#12288; R,,"",""
&#12288;&#12288;&#12288;&#12288; O,,"",""
&#12288;&#12288;&#12288;&#12288;&#12288;o,,"",""
&#12288;&#12288;&#12288;&#12288;&#12288; o,,"",""
&#12288;&#12288;&#12288;&#12288;&#12288;o,,"",""
&#12288;&#12288;&#12288;&#12288; &#12290;,,"",""
&#12288;&#12288;&#12288; &#12290;,,"",""
&#12288;&#12288;&#12288;.,,"",""
&#12288;&#12288;&#12288;.,,"",""
17711,1,RT @TheRealHoneyMoe: I don't care about bitches. Hoes be into it with they damn self&#128553;&#128175;,rt @ therealhoneymoe ||| care bitch ||| hoe damn selfand |
17712,1,RT @TheRealIceTre: Finna hit this bitch with a handful of salt http://t.co/uaBiQvI6a6,rt @ therealicetre ||| finna hit bitch handful salt
17713,1,RT @TheRealIceTre: bae: ""come over",rt @ therealicetre | bae ||| " " come "
me: ""i'm tryna catch a pokemon"",,"",""
bae: ""i'm horny tho"",,"",""
me: ""bitch it's a fucking mewtwo""",,"",""
17714,1,RT @TheRealIceTre: hot pockets &gt; hoes,rt @ therealicetre | hot pocket andgt | hoe
17715,1,RT @TheRealKeyvone: Karma is a bitch,rt @ therealkeyvone ||| karma bitch
17716,1,RT @TheRealMFast: I wish a bitch would &#128544;&#128556;&#128548;&#128298;&#128299; http://t.co/jSnDXuyPdN,rt @ therealmfast ||| wish bitch | | | |
17717,1,RT @TheRealMFast: Niggas cheat on the most loyal most beautiful women with fucking trash,rt @ therealmfast ||| nigga cheat loyal beautiful woman fuck trash
17718,2,RT @TheRealMugatu: @Deet02 @MikeNapoli25 @954Nole do I remember a game winning jack to right last summer at Yankee stadium that started a p&#8230;,rt @ therealmugatu ||| @ deet02 @ mikenapoli25 @ nole remember game win jack right summer yankee stadium start pand
17719,1,RT @TheRealTenski: When I die take my casket to the club so bitches can twerk on it I'm putting the fun back in funeral,rt @ therealtenski ||| die casket club ||| bitch twerk fun funeral
17720,1,"RT @TheReal_Salmon: Snail hoe: my parents just left, they gonna be gone for 15 mins..",rt @ thereal | salmon | snail hoe ||| parent just leave ||| gonna min
Snail: ok ?,,"",""
Snail hoe: Im horny af,,"",""
Snail:... http:&#8230;,,"",""
17721,2,RT @TheRisingStar23: Shy Glizzy Decent Af,rt @ therisingstar23 | shy glizzy decent af
17722,1,RT @TheRoachDean: ""@SO_GALACTIC: ""@Toodangerous_: &#8220;@SO_GALACTIC Gummy worms? https://t.co/TyXhQzqnqr&#8221;"" ............"" that bitch is a beast,rt @ theroachdean | " " @ | galactic | " " @ toodangerous | | @ | galactic gummy worm ||| bitch beast
17723,2,"RT @TheRoot: Don Lemon gets called an Uncle Tom, doesn't like it: http://t.co/eV4xgI5Pgc http://t.co/i6Xs8HCnrb",rt @ theroot ||| don lemon uncle tom | like
17724,1,RT @TheSchwagQueen: Niggas be in your messages like &#128536;&#128141;&#128149;&#128166;&#128272; &amp; be on Twitter like fuck bitches &#9994;&#128299;&#128184;Come on nigga which one you gone be Drake or&#8230;,rt @ theschwagqueen ||| nigga your message like | | | | | andamp | twitter like fuck bitch | | | ||| come nigga you drake orand
17725,1,RT @TheSeanyV: I didn't pull bitches in elementary school. My parents couldn't afford the 64-count color box with the sharpener on the back&#8230;,rt @ theseanyv ||| pull bitch elementary school ||| parent afford | count color box sharpener backand
17726,1,RT @TheSexFacts101: Fucking over your guaranteed pussy trying to get some more pussy will end you up with no pussy!,rt @ thesexfacts101 | fuck your guarantee pussy try pussy end you pussy
17727,2,"RT @TheStrangeLog: Nerf the hell out of birds, they no longer attack you at long range, lower damage, don&#8217;t follow you forever.",rt @ thestrangelog | nerf hell bird | longer attack you long range | lower damage | donand | ||| t follow you forever
17728,1,RT @TheSuperNegro_: Can't believe you bitches find this remotely appealing. http://t.co/TKwwapczGr,rt @ thesupernegro | ||| believe you bitch remotely appeal
17729,2,RT @TheTumblrPosts: This is why Charlie Sheen is an idol http://t.co/6ovXRtTxtN,rt @ thetumblrposts ||| charlie sheen idol
17730,1,RT @TheTypicalChick: ""Why do you always wear black",rt @ thetypicalchick ||| " " you wear black "
cause I&#8217;m ready for your funeral bitch",,"",""
17731,1,"RT @TheVibeKing: I didn't go wrong when I started talking to you, I went wrong when I trusted your bitch ass",rt @ thevibeking ||| wrong ||| start talk you ||| wrong ||| trust your bitch ass
17732,1,RT @TheVineNation: when you in a public place and ya side hoes come outta no where &#128557; https://t.co/1XV2fYehze,rt @ thevinenation | you public place ya hoe come outta
17733,1,RT @TheVoiceOfMiami #Fellas: Would you shit on a bitch if she asked you like that Biggie skit? + I'll take my dick and go home.,rt @ thevoiceofmiami | fella ||| you shit bitch ||| ask you like biggie skit ||| 'll dick home
17734,1,RT @TheVoiceOfMiami I don't work for pussy... + the code of a real man,rt @ thevoiceofmiami work pussy ||| code real man
17735,1,RT @TheVoiceOfMiami: A lot of y'all hoes pretty until a nigga enlarge that avi...,rt @ thevoiceofmiami ||| lot y'all hoe pretty nigga enlarge avi
17736,1,"RT @TheVoiceOfMiami: I don't care how much pussy I get, I still got to jack my dick...",rt @ thevoiceofmiami ||| care pussy ||| jack dick
17737,1,RT @TheVoiceOfMiami: I wonder how many of y'all hoes got homegrown sex tapes online and U.O.E.N.O,rt @ thevoiceofmiami ||| wonder y'all hoe homegrown sex tape online u o e n o
17738,1,RT @TheVoiceOfMiami: If you got to have every hoe you see you a weak nigga...,rt @ thevoiceofmiami | ||| you hoe you you weak nigga
17739,2,RT @TheVoiceOfMiami: Miami* RT @PacDaGoat: Houston has so many trash drivers,rt @ thevoiceofmiami | miami | rt @ pacdagoat | houston trash driver
17740,1,"RT @TheVoiceOfMiami: Twitter hoes just different, bitches want to text or DM all day. Hoe I'm trying to fuck something...",rt @ thevoiceofmiami | twitter hoe just different | bitch want text dm day ||| hoe try fuck
17741,1,RT @TheVoiceOfMiami: When you start liking a hoe you don't really like because she gives you the pussy on a consistent basis...,rt @ thevoiceofmiami ||| you start like hoe you really like ||| you pussy consistent basis
17742,1,RT @TheWoundGod: Son. Lmao. RT @ChefWaites: I&#8217;m gonna Cry every time RT @WackProducer: No bitches http://t.co/JEIHGDwLai,rt @ thewoundgod | son ||| lmao ||| rt @ chefwaites | iand | ||| m gonna time rt @ wackproducer | bitch
17743,2,"RT @TheXbone: Twitch Plays Call of Duty. Enter trash talk in the chat, the auto-aim will do the rest",rt @ thexbone | twitch play duty ||| enter trash talk chat | auto | aim rest
17744,1,RT @The_April_Fool: Fucking with them hoes! &#8220;@Marc_withdaC: &#8220;@CamBlunt: my nigga waka i hate it had to be him http://t.co/E12YlM2yVa&#8221; man t&#8230;,rt @ | april | fool | fuck hoe ||| | @ marc | withdac | | @ camblunt ||| nigga waka hate man tand
17745,1,RT @The_HelenKeller: baddest blind bitch,rt @ | helenkeller | baddest blind bitch
17746,1,RT @The_Paradox: FAGGOT RT @80sbaby4life: I was in the club and there was this good lookin bitch. ..she had gold teeth tho. I was confused &#8230;,rt @ | paradox | faggot rt @ 80sbaby4life ||| club ||| good lookin bitch ||| gold tooth tho ||| confuse
17747,1,RT @The_Race_Draft: Obama ain't playin with these hoes... http://t.co/b6Opj6D25y,rt @ | race | draft | obama ai n't playin hoe
17748,1,RT @The_Searcy: Happy cunt bags&#128076;,rt @ | searcy | happy cunt bagsand
17749,1,RT @TheeGreekGod: Girl: I know you got hoes,rt @ theegreekgod | girl ||| know you hoe
Me: http://t.co/qNa9ogveWW,,"",""
17750,2,RT @TheeGreekGod: Soulja boy trash now but I'm not gonna act like I never cranked that superman.,rt @ theegreekgod | soulja boy trash ||| gonna act ||| like crank superman
17751,1,RT @TheeJenBunny: Oh you didn't hit me boo boo - bitches who got hit in the jaw,rt @ theejenbunny ||| oh you hit boo boo | bitch hit jaw
17752,1,RT @TheeJenBunny: Oh you missed bitch- bitxhes who got socked in the face,rt @ theejenbunny ||| oh you miss bitch | bitxhes sock face
17753,1,RT @TheeRealGemini: Listen here &#8220;@verbally_abrupt: Bitches cheat on they bitch... But be SOOOOOO HURT when they bitch cheat back.&#8221;,rt @ theerealgemini | listen | @ verbally | abrupt ||| bitch cheat bitch ||| soo hurt ||| bitch cheat back.and
17754,1,RT @Thee_MrWest: This bitch at work gone make me slap her head off her fuckin neck,rt @ thee | mrwest ||| bitch work slap head fuckin neck
17755,1,RT @TheeeSickestKid: Yo bag Gucci but you still ugly hoe shut up,rt @ theesickestkid | yo bag gucci ||| you ugly hoe shut
17756,1,RT @TheoMaxximus: I can post a picture of chrus at like 5 in the morning and the little nigga will favorite and retweet that hoe,rt @ theomaxximus ||| post picture chrus like morning little nigga favorite retweet hoe
17757,0,RT @Theprinceofnj: &#8220;@SMCo71: "" if you aint bout that Murder Game pussy nigga shut up ""&#8221;252 GANG &#128514;&#128514;&#128514;&#128514;&#128514;,rt @ theprinceofnj | | @ smco71 | " " you aint bout ||| murder game pussy nigga shut " " | gang | | | |
